content,sentimen
mantap,2
"Ini kenapa kok upgrade ke dana premium lama yahh??.. pdhl data saya sudah lengkap.mohon bantuannya dong,agar dipercepat supaya saya dpt melakukan transaksi dengan mudah",0
PERHATIAN hati-hati pengguna dana Sudah bnyak uang hilang di dalam dana bagi yg transaksi di dana harap waspada jangan terlalu percaya 100% karna banyak korban yang hilang uang nya di dana dan uang tidak akan bisa kembali jika sudah tersedot,0
Prosesnya lebih mudah pitur nya lebih mudah,2
Saya mau hapus akun aja susahnya minta ampun.. Kalau sudah terhapus baru tak tambahin bintangnya!,0
Sangat memudahkan transaksi,2
puas,2
"sangat membantu,",2
Alhamdulilah bisa min,2
pelayanan yang bagus,2
sangat puas,2
Tiap mau upgrade ke premium gagal verifikasi trus padahal data lengkap nya sudah di kirim tpi tetap tidak bisa upgrade..mlah diminta data lengkap lgi,0
Sangat membantu,2
sangat mebantu,2
best of the best for DANA,1
Bagus bangga indonesia punya aplikasi dana semangat tingkatkan lagi pelayanan nya,2
Kenapa belum ada fitur dana paylater di akun saya,1
mau upgrade ke dana premium aja susah banget udah dua hari nunggu udah chat ke Diana juga malah disuruh nunggu terus padahal lagi butuh banget data² juga udah jelas semua nya udah bener lagii profesional dong katanya cepet kok yang saya lama sampe nunggu 2 hari,0
Saya kehilangan uang di akun dana 500 ribu tolong pihak dana segera di perbaiki di selesaikan masalahnya😭😭😭,1
Upgrade premium susah,0
cepat,2
okok,0
sangat membantu,2
Mau update ke premium gagal terus ini gmna si saya sangat kecewa besar,0
Ol,2
super wow....,2
Sekarang apk dana udah mulai gk aman udah banyak korban yg akunya di bobol orang tidak bertangung jawab,0
"Saya kan mau trf ke bank, tapi harus upgrade ke Dana premium dulu. Saya sudah verifikasi data dari kemarin tapi masih dalam proses terus. Coba dong tolong ini gimana yaa saya mau upgrade dana premium udah 2 hari masih proses saja",0
"Kasih bintang 3 dulu, soalnya setiap mau masuk ke dana, selalu keluar sendiri yang buat risih ya itu, selebihnya sih udah bagus dari vitur baru yang bisa TF ke sesama E-wallet",2
sungguh mantap aplikasi in...,2
buruk ..tidak membantu,0
DANA sangat membantu bos,2
sangat cocok untuk sayah,2
mantap,2
so far sangat memudahkan ber transaksi online,2
sya.mitak.uang.dana.sya.di.kembalikan,1
bagus,2
membantu,2
bagus banget,2
Sangat baiik,2
baik,2
Nice,2
sangat bermanfa'at buat saya,2
mantap josss,2
saya sangat berterimakasih kepada Dana.,2
Kenapa saya tidak bisa masuk ke akun dana saya padahal kode pin saya bener tapi kode OTP tidak di kirim lewat WA. Tolong diper baiki,0
"Minta verifikasi kontak masuk di hp yg sama, gimana mau buka akun nya, stack aja di situ Verifikasi wajah ga bisa Kacau Uang saya ada di sana",1
Mntap,2
Ok,2
mantaaap,2
Muktajir,2
"pake dana keren dah,gadah ragu hehe...",2
knp tdk bisa krm uang,1
Tolong dibantu masuk ke apk dana nya aja susah tapi bunyinya suruh verivikasi trs,1
baik,2
Saldo saya tiba2 terpotong di aplikasi dana...dan tidak ada tanggapan,1
Oke,0
Pilihan emas cetak pisiknya ko belum tersedia juga,1
suka pake dana,2
Good job,2
dengan DANA mudah transaksinya.. keren...mantull,2
sangat membantu,2
Kenapa dana saya ga bisa di buka mental kluar truas,0
"ntar klo kencang, selanjutnya full bintang",1
makasih jd lebih mudah sekarang dan di aman kan lagi biar nyaman untuk pengguna dananya,0
Sekarang Aplikasi nya tidak bisa di percaya sebab semuanya sudah merasakan saldo dana tiba tiba ilang dengan sendirinya tanpa transaksi temen ku juga pernah mengalami hal yang sama seperti saya. Jdi temen temen yg mau download tolong ini di baca lagi mending kalian jgn dulu maen dana sebelum ada pembaruan lagi soal nya apk ini sedang dalam hal sangat buruk,0
Cukup rada ngarti dinomer hp yg satu...yg nomer ini cg nama yg sama masih menjajaki,1
good,0
"memudahkan sya bertransaksi, sukses terus buat bank online/dana",2
sangat membantu saya bertransaksi 👍👍👍👍👍,2
Kirim saldo gagal tapi kenapa sldo saya berkurang,0
"sangat membantu,,trimaksih",2
ok,0
Engga bisa masuk mulu ..mhon dibantu ya,1
ya walaupun kadang ngetutup sendiri aplikasi nya,0
Icon app DANA suka berubah ubah setiap ada momen peraya'an hari besar bikin pusing cari aplikasi DANA di layar hp,0
Cepat dan mudah,2
"kenapa mau update ke dana premium susah sekali, padahal data sudah lengkap semua, tolong lah bisa lebih di permudah",0
baik,2
"Untuk kesekian kali nya saldo saya hilang, giliran menghubungi admin keterangan nya offline semua Aplikasi yang luar biasa sering erorr nya dan makin lemot",0
Knp kalo mau transfer uang harus upgrade ke premium,1
"Suka banget, gak ribet, cma kadang lama jaringan nya,",2
terima kasih,2
keren,2
Lumayan bagus,2
baik,2
cukup baik,2
top,2
pembayaran cepat mantap,2
"Kenapa akun saya tidak bisa login, tolong lah d permuda, jgn dipersulit",0
Kenapa dana bisa dengan mudah orang lain menjebol dana...aku kemarin kehilangan saldo dana tanpa saya tahu tiba tiba orang lain memakai saldo dana saya lewat gogle...sudah laporan malah gith gitu aja kecewa saya sama aplikasi dana ini...,0
jos,0
bagus,2
aplikasi ny bgus,0
sangat membantu,2
sangat membantu utk segala urusan pembayaran apapun,2
"Aplikasi yang dapat mempermudah kita, pokoknya mantap aplikasinya 👍",2
Saldo gua ilang min,0
sangat membantu,2
sangat membantu,2
sangat baik,2
sangat bagus,2
"aplikasi tolol mau login aja di persulit lo pikir aja pake otak bodoh mau login di hp ini tapi lo suru tab verifikasi di hp ini juga ya gimana mau ngetab verifikasinya bodoh kalo login aja ga bisa tolol emang, otak pake otak udang",0
gk bisa isi paket data ade gw asu,1
puas banget,2
"Upgrade susah banget, udah berulang2 dicoba tapi gagal",0
siip,0
bagus,2
saya sangat senang dengan aplikasi Dana,2
"Upgrade ke premium di persulit, padahal sebelum nya sudah saya upgrade, selang beberapa hari ingin melakukan transaksi malah di suruh upgrade lagi, udh proses nya lama, katanya nunggu 1 hari jam kerja, ehh tau la udh 1 hari lebih gk Ter upgrade juga akun ku",0
Saldo saya masih nyangkut di akun nomor lama kartu nya sudah hilang gimana cara masuk nya coba penjelasan nya admin,1
Kenapa ya kalo sekarang tarik dana di Alfa susah apk nya reload terus,0
Aplikasi paling aneh bintang 1 gak bisa login keluar sendiri di cht di email tanggapanya penuh harap tunggu sampai kapan????,0
Untuk pihak dana aku ingin bilang kok aku udah verify ktp ku di dana akan tetapi tidak bisa untuk premium,0
"Hati² dengan dana uang saya di dana 5,3jt hilang begitu saja",0
Gamapang mau kirim uang,1
Terimakasih Dana sangat membantu untuk aktivitas sehari-hari.,2
very helpful,2
sangat membantu 👍👍,2
sangat membantu,2
Sangat bagus,2
mantap,2
Mengapa akun dana saya udh tidak bisa masuk,0
Mantap,2
Nggak bisa buat topup ke dlphoenix,1
puas,2
puas,2
Tidak bisa menggunakan paylater,1
Baik,2
Padahal saya tidak ngapa ngapain kok bisa dana saya di proteksi tidak bisa login di akun manapun,0
Bos ini saya gak bisa login dana gimna harus verifikasi terus uang saya 6juta lebih di dana mohon pertanggung jawaban nya kalau terus gak bisa masuk saya mau bikin laporan dulu ke pihak berwajib,1
"Tolong dong itu adain update tambahkan fitur hapus buat sesi ini jadi kalau ada orang lain yg masuk ke dana kita atau dana nya di hack sama orang lain ntr kita tinggal pencet hapus sesi trs masukan pin nya dulu biar orang yang ngehack akun dana kita keluar dari dana nya,tolong banget ini mah adain fitur nya secepatnya mungkin akun dana saya ke hack orang lain plis saya minta adain fitur ini juga biar keamanan nya lebih aman lagi Yg setuju adain fitur ini pencet ya di ulasan saya terima kasih.",0
"Trllu bnyak masalah,di top up in bisa tapi di upgrade premium susahnya minta ampun,trs gmna gua mau cairin uangnya?GK bsa scan KTP disuruh nunggu GK kelar2 bnyak alsan,malah bilang nunggu bkalan tambah lama krna yg komplen bnyak,lelet banget gua nunggu dri tahun kmrin GK kelar2,responnya jga makin GK jelas Heh kocak gua udh lakuin itu dri tahun lalu,gua udh ngchat costumer service,udh nglakuin yg dperintah udh ngasi data yg dminta TPI Tetep ajh GK upgrade2",0
Ok,2
"Berikut penjelasanmu: "" Saya baru isi saldo dana 500rb tapi berselang beberapa menit dana itu hilang saya cek ternyata ada transaksi yg gak saya lakukan ke nomer lain"".",1
"terimakasih atas aplikasi nya sangat bermanfaat buat seluruh masyarakat disekitar sy,dan di seluruh Indonesia. selamat mengunakan aplikasi ini",2
update ke dana premium selalu gagal pdhl data sdh benar,1
puas,2
Nice,2
Ok.,0
lebih efektif dan terjangkau ya,2
Kenapa aplikasi dana saya gak bisa d buka sama sekali,0
"Dlu aku pernh buat akun dana kak, tpi sekrang buat lgi beda nmor tpi knpa ngk bisa di premium kan ya pas di coba berkli"" buat premium kan ngk bisa krna udh di pakek di akun dana yg satunya mau di ganti ke akun yg sekarang ngk bisa salah trus. Minta tolong kak kasik solusinya🙏🙏",0
sangat membantu buat saya,2
Mau transfer kemana aja gak bisa selalu ada masalah. Padahal lagi mau pembayaran urgent. Gak ada gunanya juga dipake,0
Kenapa upgrade ke dana premium susah banget. Tolong di permudah.,0
"membuat teransasi lebih mudah,aman dan terpercaya",2
"memuas kan,..",0
sangat baik,2
3 bintang karna masih ragu uangku akan hilang nantu,0
baru mencoba,2
sangat bagus,2
mantap,2
bagus keren,2
sangat memuaskan,2
Top,2
"Akunku kenapa tidak bisa di buka.masalah verifikasi,tidak ada notif verifikasinya..sayang banget di akun itu ada uangnya",0
Sangat bagus,2
terbaik,2
aplikasi gblllok mindai ktp aja gak becus,0
Masa iya Keterangan transaksi Gagal tiba2 di history paymentnya berhasil dan saldo berkurang. T*l*l,1
Sukses trus,2
sangat berguna bangt ini 😍,2
puas,2
mudah dan amanah,2
Mantap,2
berguna sekali,2
Aplikasi nya sangat berguna,2
good,0
is the bes. respon cepat seperti kilat petir,2
aplikasi penipu. saldo suka hilang keamanan tidak ada merugikan banyak orang. silakan yang mau hilang saldo download aplikasi penipu ini,0
mantap,2
Mantap..cepat tepat,2
terbaik...,2
Amsnt,2
bagus,2
"Admin kenapa ganti nomor hp di akun harus nunggu lama 90 hari,..terus nomor yang bekas sudah di ganti kenapa di proteksi sih...masih tercantum di akun segera di hapus saja nomor hp lama,..",0
Mau masuk ke akun dana di suruh verifikasi lewat dalem akun dana gimana sih..,1
dana saya tidak bisa di gunakan,1
Ok,2
top dah,2
"3 bintang dulu,soal nya uang gua di dana ada yg nge hack",0
knapa pas daptar trus masukin pin ga bisa .malah tulisan nya full be trrus .padahal pin pertama Malah jadi ga ful 6digit .jadi nya 5digit trus di pin kdua malah harus 6 .giliran pin pertama di bikin 6 malah ga bisa bisa nya 5 trus .sdangkan di pin kdua harus 6. mohon di respon,0
"Saldo saya hilang 450 an. Dan sampe sekarang nggak kembali. Anehnya saya di WA oleh orang yang mengaku kryawan dana dan meminta top up lagi, katanya itu cara agar sistem bisa mendeteksi, giliran di top up lagi hilang lagi saldonya dan disuruh nunggu 1 jam notif dari sistem dana. Nggak ada notif disuruh top up lagi. Sumpah aneh banget. Saya coba minta bantuan dari apk langsung dan sampe sekarang nggak ada respon. 700an lebih raib semua. Padahal itu baru gajian dan niatnya mau tf ke keluarga.",0
puas,2
"Ini dana kenapa ya gabisa ditarik uangnya, padahal jaringan bagus loh, paket data sama pake wifi samaa aja gaada bedanya tulisan koneksi bermasalah mulu. Benerin lah lagi butuh uang ini mau tarik tunai.!",0
nice,0
rekomendet.,0
saya Sukaa,2
dana paling terbaik,2
Kenapa mau upgrade ke premium sulit,0
wah enak banget buat tabungan.,2
Kasih 2 bintang dulu sebentar saya tambah,1
gimnaa ini mau premium susah banget padahal data² udh lengkap,0
bagus,2
lumayan baik,2
Sangat membantu,2
ok,0
sangat praktis tapi kenapa klo setiap kali isi saldo harus dipotong 500,0
sangat puas dana is the best,2
lebih mudah dan nggak ribet pakai dana terima kasih,2
mantap,2
ga bisa dibuka apk ny,1
Bagus,2
update sampah gasengaja ke log out dana ada verifikasi verifikasi sampah bikin gbs login ilang semua duit gw gara2 update sampah ini,0
Ok,2
Semakin lama aplikasi ini g bermutu...sistem sering eror...transfer kadang sampai 24 jam auto uninstal,2
aplikasi menguji kesabaran .. layaknya bintang yg berbicara,2
"AWAS ini aplikasi MALING..!!! simpan uang di dana tau² habis terkuras, bisa di sadap/diretas orang, system keamanannya lemah dan sama sekali tidak profesional, tidak mau bertanggung jawab atas kehilangan saldo nasabah..AWAS Aplikasi MALING ini..!!!!",0
bagus,2
parah sih masuk ke beranda ajah gak bisa bisa sampe unsinstal dulu baru instal lagi tetep gak bisa masih ada saldo nya masalah nya didana gimana ini,0
mntap,2
Dana emank is the best,2
Kenapa ga bisa diupdate,0
bagus,2
Tolong tampilkan dana payleter nya,1
lancar buat transaksi pembayaran,2
Dana saya dibekukan,1
bagus dan puas,2
"Kenapa dana bisnis uang nya dalam proses, tiba"" uang nya gak jadi terkirim Kan jadi rugi pedagangnya? Tolong di proses kendala dana bisnis saya Sampai sekarang transaksi dana bisnis saya masih dalam proses",0
Apk bagus,2
sngt membqntu,0
Makin ga beres dana mau log in aja nunggu 1jam bukanya peningkatan malah kemunduran,0
"Saya sangat senang,,mudah dan gak, ribet...",2
mantap,2
ok,0
"Udah 6 Minggu kendala soal akun dana sampe sekarang belum siap ,kalo bisa gercep ya kak customer servicenya",1
"Aplikasi menjengkelkan, sering mau coba dihack sma org ntah siapa,sudah gtu kalo lg ada saldo lumayan ehh lgsung eror atau susah buat ngirim, wktu itu mau kirim 19jt ehh segala gak bisa pake pin dan susah jaringan menyebalkan. Gak wort it lahh",0
CS TIDAK BERTANGGUNG JAWAB,1
mohon di proses,1
bgus,0
mempermudah transaksi .Asal jangan tautkan ke akun lain insyaalloh aman,1
ok banget,0
Kenapa saat pemindahan nomer selalu gagal,0
Aplikasi ini berguna sekali untukku dan sangatlah membuat nyaman...!!!,2
Dana angpao pembohong..20 x transakksi sehari..tp tidak ad amlplop muncul..bangkai nipu,0
Mau masuk aja susah banget,0
Apk ta1 ngirim laporan masalah login aja seminggu bru d bales mending balesannya berguna inimah kagak guna...hangus duit di taro disini mau ratusan juta pun klo kartunya ilang,0
"Kenapa saya tidak bisa login? Harus verifikasi dulu di dalam apk, padahal saya belum login.. gimana cara verifikasinya kalo saya swndiri belum login????",0
good job,0
udah 4 bulan masalah belum selsai gimana ceritanya udh buat laporan katanya selsai pas di coba tetap gak bisa CS pun bot nunggu lama buat ke CS online,0
bagus,2
Sangat bagus,2
Kenapa saya ga bisa buka .lagi dana,0
mantap,2
"Susah banget buat hubungi Live Servicenya. Tolong disediakan agar bisa langsung ke Live Service, bukan lewat DIANA",0
sangat memudahkan dan gampang kirim ke semua bank👍👍,2
"Tolong lah admin dana klo emg bertanggung jawab proses cepat permasalahan saya,masa saya tidak melakukan transaksi apa apa tiba tiba duit saya gk ada,malah nge transfer ke nobu pay apa coba ini mksdnya makin bahaya aja nari duit di aplikasi dana,makin lama makin heran kok mau balikin dana refund,malah di harus kan top up setengah uang kita yng hilang,aneh kok ngerefund duit kita,malah suruh top up lgi.",0
Ap jelak beli listrik 200 ngak muncul token nya saldo terpotong n ngak kembali sampi sekarang,1
Tombol lupa pin di ketik...muncul tulisan ada kendala,1
bagus.,2
"Susah masuknya, padahal sebelumnya gampang",0
proses upgrade nya sangat tidak memuaskan,0
sulit mengubah informasi akun,0
the best,2
Dana rusak ga bisa di premium min,0
ok,0
Sangat membantu dan sangat berguna🖒,2
terima kasih atas pelayanannya .. akun dana saya sudah dapat digunakan kembali,2
Baik,2
"Tolong sama admin dana notifikasinya di kondisikan,,lama lama ngelunjak juga",0
Sangat cocok digunakan,2
oke banget,2
memudahkan,2
"Sangat sangat buruk, no saya yg premium tidak bisa mempremiumkn dengan no berbeda, dikarena no yg lama saya lupa dan disuruh untuk menghapal dan mengingat oleh cs nya itu sndiri",0
Saya belum coba tapi kayak nya baguss,2
"Lagi gangguan kah,kenapa saya tidak bisa mengisi pulsa lewat dana???",0
terimakasih,2
ok,0
Terbaik,2
alternatif terbaik ewallet,2
"Ini gimna akun dana saya diretas oleh pihak lain dan dana saya sekitar 200rb lebih raib. Ini gimna keamanan aplikasi dana kok ginih amat, saya kecewa dan ini terakhir saya pake aplikasi dan terimakasi, uninstall dan",0
sangat bagus,2
Kenpa aplikasiya tidak bisa di gunakan apakah ada gangguan apa gimana... Mohon bantuanya,1
Ribet ditamabah sistem nya bodoh ga ada manusiany kah yg kerja di dana harus bot terus yg jawab atau binatang semua 🤮,0
Bagus,2
cukup,2
Bagus,2
sangat bagus,2
"Duit ketahan gara-gara ga bisa update ke premium transfer ga bisa apa-apa ga bisa, email ga di balas, contact center diana robot ga ada solusi. Nyoba dompet dana nyesel lah.. Email ga aktif atau bagaimana kenapa ga ada respon, Saya recomendasikan pakai dompet yang lain aja.",0
"Parah. Udah 3 minggu akun sy ga bisa di upgrade ke premium. Padahal ada saldo di dalamnya. Nelpon CS jawabannya muter-muter terus dan cuman bikin rugi pulsa. Sy sampai habis 1jt dalam 1 minggu hanya untuk nelpon CS ga jelas. Mana data pribadi saya udah sy kirim lagi. Saya sangat Menyesal dan kecewa. Pelayanannya sangat buruk. Mohon teman2 kalau mau download apk ini, pikir baik2 sj dulu. Sy lebih menyarankan untuk tidak menggunakan aplikasi ini. Semoga Apk dana diberikan pelajaran yg pantas.",0
"Sudah instal, coba daftar upgade premium gagal-gagal terus, hapus data uninstal, terimakasih",1
Sangat baik,2
mantap,2
Mantap,2
sangat bermanfaat,2
sangat membantu,2
Mantaapp,2
cepat dan mudah penggunaan nya,2
manta,2
keren,2
bagus sekali,2
membantu,2
Ga bisa masuk ke akunnya,1
sesuai Bintang nya,2
saya senang menggunakan dana praktis ga pake ribet,2
"Dana bisnis gua nyangkut saldonya kaga bisa ditarik!!, butuh duit malah dipersulit!!, udah email, udah cht diana jawabannya tidak memuaskan jawaban Bot! dan solusi tdk efektif sama sekali!",0
